자동차검사소명,자동차검사소유형,소재지도로명주소,소재지지번주소,위도,경도,검사소전화번호,운영시간,검사진로수,부지면적,건물면적,검사기술인력수,신규검사여부,정기검사여부,튜닝검사여부,임시검사여부,수리검사여부,배출가스정밀검사여부,택시미터검정여부,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
안전종합정비,민간,"경상남도 진주시 공단로 174, 112동(상평동)",경상남도 진주시 상평동 155-14,35.175306,128.118653,055-752-6029,평일08:30~17:30,1,1997.1,671.31,1,N,Y,N,N,N,N,Y,055-749-8737,경상남도 진주시청,2023-06-02,5310000,경상남도 진주시
진주현대종합정비,민간,경상남도 진주시 내동면 내동로 110,경상남도 진주시 내동면 신율리 661-9,35.154713,128.079252,055-756-2345,평일08:30~17:30+토요일08:00~12:30,1,3844,396.55,1,N,Y,N,N,N,N,Y,055-749-8737,경상남도 진주시청,2023-06-02,5310000,경상남도 진주시
진주자동차종합검사소,민간,경상남도 진주시 내동면 내동로 114,경상남도 진주시 내동면 신율리 661-15,35.15465279,128.079779,055-756-8800,평일08:30~17:30+토요일08:00~12:30,1,1613,134,1,N,Y,N,N,N,N,Y,055-749-8737,경상남도 진주시청,2023-06-02,5310000,경상남도 진주시
삼성정비(합자),민간,경상남도 진주시 도동로 142,경상남도 진주시 상대동 33-4,35.182919,128.122771,055-755-3333,평일09:00~18:00,1,7501,717.52,1,N,Y,N,N,N,N,Y,055-749-8737,경상남도 진주시청,2023-06-02,5310000,경상남도 진주시
㈜대동정비,민간,경상남도 진주시 도동로 154(상대동),경상남도 진주시 상대동 33-1,35.183883,128.122784,055-752-1121,평일08:30~17:30,1,4211,1402.85,1,N,Y,N,N,N,N,Y,055-749-8737,경상남도 진주시청,2023-06-02,5310000,경상남도 진주시
도동종합자동차정비공장,민간,경상남도 진주시 돗골로 13,경상남도 진주시 상평동 249-1,35.169065,128.112068,055-753-1004,평일09:00~17:30+토요일09:00~12:00,1,1349.3,281.6,1,N,Y,N,N,N,N,Y,055-749-8737,경상남도 진주시청,2023-06-02,5310000,경상남도 진주시
남진주 현대서비스,민간,경상남도 진주시 정촌면 연꽃로 60,경상남도 진주시 정촌면 예하리 1364-4,35.120529,128.100261,055-762-5000,평일09:00~18:00+토요일09:00~12:30,1,1882.3,1307.15,1,N,Y,N,N,N,N,Y,055-749-8737,경상남도 진주시청,2023-06-02,5310000,경상남도 진주시
유신정비공업사,민간,경상남도 진주시 큰들로 23(상평동),경상남도 진주시 상평동 234-14,35.171099,128.105309,055-753-8881,평일09:00 ~ 18:00,1,2596.3,664.8,1,N,Y,N,N,N,N,Y,055-749-8737,경상남도 진주시청,2023-06-02,5310000,경상남도 진주시
대영기공사,민간,경상남도 진주시 큰들로 34(상평동),경상남도 진주시 상평동 230-5,35.17069766,128.106812,055-757-0909,평일09:00~17:30+토요일09:00~15:30,1,1413.2,819.84,1,N,Y,N,N,N,N,Y,055-749-8737,경상남도 진주시청,2023-06-02,5310000,경상남도 진주시
경상자동차정비,민간,경상남도 진주시 큰들로 58,경상남도 진주시 상평동 226-12,35.170627,128.109216,055-758-0018,평일08:30~18:00,1,336.2,194.5,1,N,Y,N,N,N,N,Y,055-749-8737,경상남도 진주시청,2023-06-02,5310000,경상남도 진주시
내동자동차종합검사소,민간,경상남도 진주시 내동면 산유로 613-2,경상남도 진주시 내동면 독산리 389,35.15618682,128.0649295,055-744-0909,평일08:30~17:30+토요일08:30~12:30,1,3013,386,1,N,Y,N,N,N,N,Y,055-749-8737,경상남도 진주시청,2023-06-02,5310000,경상남도 진주시
㈜동구자동차공업검사,민간,대전광역시 동구 충무로203번길76,,36.32502563,127.437007,042-283-3636,평일09:00-18:00+토요일09:00-13:00,1,418,307,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2021-10-26,6300000,대전광역시
㈜동부자동차검사정비센터,민간,대전광역시 동구 대종로15,,36.29593969,127.4590035,042-272-1500,평일09:00-18:00+토요일09:00-13:00,1,1534,306,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2021-10-26,6300000,대전광역시
㈜으뜸자동차,민간,대전광역시 동구 대전로261,,36.291641,127.462285,042-282-1500,평일09:00-18:00+토요일09:00-13:00,1,2749,548,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2021-10-26,6300000,대전광역시
㈜태광모터스,민간,대전광역시 동구 산내로1412-4,,36.28870783,127.4648074,042-286-8770,평일09:00-18:00+토요일09:00-13:00,1,3240,620,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2021-10-26,6300000,대전광역시
㈜대창기업,민간,대전광역시 중구 유등천동로324번길6,,36.31136324,127.3880762,042-582-1701,평일09:00-18:00+토요일09:00-13:00,1,1877,1248,4,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2021-10-26,6300000,대전광역시
㈜통운모터스,민간,대전광역시 중구 유등천동로790,,36.34751498,127.4054199,042-242-7770,평일09:00-18:00+토요일09:00-13:00,1,1603,319,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2021-10-26,6300000,대전광역시
충남공업㈜,민간,대전광역시 중구 대종로326,,36.3146822,127.4344643,042-255-3011,평일09:00-18:00+토요일09:00-13:00,1,5094,2044,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2021-10-26,6300000,대전광역시
(합)유승기업,민간,대전광역시 서구 계룡로510,,36.34340913,127.3802282,042-523-0033,평일09:00-18:00+토요일09:00-13:00,1,8164,2757,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2021-10-26,6300000,대전광역시
21세기모터스검사장,민간,대전광역시 서구 대덕대로 67,,36.339668,127.373205,042-527-0203,평일09:00-18:00+토요일09:00-13:00,1,1014,199,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2021-10-26,6300000,대전광역시
21세기안전검사소,민간,대전광역시 서구 월드컵대로 484번길59,,36.34722417,127.3540011,042-544-8770,평일09:00-18:00+토요일09:00-13:00,1,1045,207,4,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2021-10-26,6300000,대전광역시
대원자동차공업사,민간,대전광역시 서구 도산로181번길21,,36.32467621,127.3777138,042-523-9921,평일09:00-18:00+토요일09:00-13:00,1,3972,1760,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2021-10-26,6300000,대전광역시
빛나는자동차공업㈜,민간,대전광역시 서구 도산로365,,36.33745834,127.3912175,042-523-9301,평일09:00-18:00+토요일09:00-13:00,1,3972,1760,4,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2021-10-26,6300000,대전광역시
아크로모터스,민간,대전광역시 유성구 한밭대로 17,,36.36203256,127.305578,042-719-1233,평일09:00-18:00+토요일09:00-13:00,1,1070,360.62,3,Y,Y,N,N,N,Y,Y,042-270-5852,대전광역시청,2021-10-26,6300000,대전광역시
이안현대모터스,민간,대전광역시 동구 안골로 45,,36.26859064,127.4719618,042-282-2506,평일09:00-18:00+토요일09:00-13:00,1,2335,675,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2021-10-26,6300000,대전광역시
용인종합정비,민간,대전광역시 동구 옥천로 321,,36.323093,127.471814,042-283-4502,평일09:00-18:00+토요일09:00-13:00,1,3229,430,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2021-10-26,6300000,대전광역시
모든모터스,민간,대전광역시 서구 도산로 169,,36.323686,127.3778995,042-484-5459,평일09:00-18:00+토요일09:00-13:00,1,882,164,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2021-10-26,6300000,대전광역시
동부산종합서비스기아오토큐,민간,부산광역시 해운대구 해운대로 1083,부산광역시 해운대구 송정동 140-14,35.18225698,129.199556,051-702-5600,평일: 08:30~17:30+토요일: 08:30~15:00,5,975,551,,Y,Y,N,Y,Y,Y,Y,051-749-4666,부산광역시 해운대구청,2023-05-15,3330000,부산광역시 해운대구
㈜현대정비공업,민간,부산광역시 해운대구 선수촌로 134,부산광역시 해운대구 반여동 1228-2,35.20510328,129.1215421,051-529-0020,평일: 08:30~17:30+토요일: 08:30~12:00,3,1449,717,,Y,Y,N,Y,Y,Y,Y,051-749-4666,부산광역시 해운대구청,2023-05-15,3330000,부산광역시 해운대구
금사정비공업사,민간,부산광역시 해운대구 선수촌로 125,부산광역시 해운대구 반여동 1229-10,35.20494676,129.1205238,051-525-0011,평일: 08:30~17:00+토요일: 08:30~14:30,3,1276,756,,Y,Y,N,Y,Y,Y,Y,051-749-4666,부산광역시 해운대구청,2023-05-15,3330000,부산광역시 해운대구
해운대종합정비㈜,민간,부산광역시 해운대구 해운대로 1101,부산광역시 해운대구 송정동 137-2,35.18385095,129.2005696,051-703-7868,평일: 09:00~17:00+토요일: 09:00~11:00,3,1418,768,,Y,Y,N,Y,Y,Y,Y,051-749-4666,부산광역시 해운대구청,2023-05-15,3330000,부산광역시 해운대구
㈜에코자동차종합정비,민간,부산광역시 해운대구 수영강변대로 278,부산광역시 해운대구 재송동 826-1,35.18389948,129.1189968,051-783-4972,평일: 09:00~18:00+토요일: 09:00~13:00,3,785,470,,Y,Y,N,Y,Y,Y,Y,051-749-4666,부산광역시 해운대구청,2023-05-15,3330000,부산광역시 해운대구
태영모터스,민간,경기도 파주시 강천길 58-7,경기도 파주시 금촌동 735,37.7621399,126.7657187,031-947-0707,평일:09:00~18:00+토요일:09:00~13:00,2,2683,1925,3,N,Y,N,N,Y,Y,Y,031-940-5781,경기도 파주시청 대중교통과,2023-05-12,4060000,경기도 파주시
(주)진흥공업사,민간,경기도 파주시 문산읍 우계로 430-13,경기도 파주시 문산읍 선유리 672-1,37.85792381,126.7963573,031-952-2373,평일:09:00~18:00+토요일:09:00~13:00,2,4558,1994,5,N,Y,N,N,N,Y,Y,031-940-5781,경기도 파주시청 대중교통과,2023-05-12,4060000,경기도 파주시
신화모터스 주식회사,민간,경기도 파주시 쌀뚜기길 4-13,경기도 파주시 문발동 255,37.7235858,126.6999516,031-941-9112,평일:09:00~18:00+토요일:09:00~13:00,1,949,531,,N,Y,N,N,N,Y,Y,031-940-5781,경기도 파주시청 대중교통과,2023-05-12,4060000,경기도 파주시
JK공업사,민간,경기도 파주시 아리랑로 8,경기도 파주시 금촌동 494-2,37.76190832,126.767862,031-946-0197,평일:09:00~18:00+토요일:09:00~13:00,1,3026,1160,4,N,Y,N,N,N,Y,Y,031-940-5781,경기도 파주시청 대중교통과,2023-05-12,4060000,경기도 파주시
카신모터스,민간,대전광역시 대덕구 아리랑로55번길7,,36.37781545,127.411974,042-633-4004,평일09:00-18:00+토요일09:00-13:00,1,2848,568,4,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2021-10-26,6300000,대전광역시
신탄1급정비검사장,민간,대전광역시 대덕구 신탄진로756번안길68-1,,36.44329001,127.433499,042-932-7005,평일09:00-18:00+토요일09:00-13:00,1,9674,562,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2021-10-26,6300000,대전광역시
대한상용자동차,민간,대전광역시 대덕구 신탄진로1,,36.38351398,127.4243929,042-717-1346,평일09:00-18:00+토요일09:00-13:00,1,60243,10913,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2021-10-26,6300000,대전광역시
안전자동차정비공업사,민간,대전광역시 대덕구 대화로32번길223,,36.37675982,127.410698,042-636-3530,평일09:00-18:00+토요일09:00-13:00,1,1898,599,2,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2021-10-26,6300000,대전광역시
㈜대전공업사,민간,대전광역시 대덕구 벚꽃길86,,36.431589,127.424182,042-932-9733,평일09:00-18:00+토요일09:00-13:00,1,1552,937,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2021-10-26,6300000,대전광역시
㈜대진자동차공업사,민간,대전광역시 대덕구 신탄진로756번안길79,,36.44436152,127.4331607,042-933-1282,평일09:00-18:00+토요일09:00-13:00,1,8680,1401,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2021-10-26,6300000,대전광역시
㈜서울모터스,민간,대전광역시 대덕구 갑천도시고속도로1079,,36.39144012,127.4132362,042-639-4646,평일09:00-18:00+토요일09:00-13:00,1,9206,1839,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2021-10-26,6300000,대전광역시
동아자동차기업㈜,민간,대전광역시 대덕구 대화로50번길96,,36.36884941,127.419463,042-626-1800,평일09:00-18:00+토요일09:00-13:00,1,2174,674,4,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2021-10-26,6300000,대전광역시
㈜대전공단모터스 기아오토큐,민간,대전광역시 대덕구 신일동로 7,,36.444431,127.4056988,042-935-0981,평일09:00-18:00+토요일09:00-13:00,1,1949,940,2,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2021-10-26,6300000,대전광역시
교통안전공단 대전검사소,공공,대전광역시 서구 변동로44,,36.32484117,127.377932,042-523-5095,평일09:00-18:00+토요일09:00-13:00,1,5670,1096,9,Y,Y,Y,Y,Y,Y,Y,042-270-5851,대전광역시청,2021-10-26,6300000,대전광역시
교통안전공단 신탄진검사소,공공,대전광역시 대덕구 대덕대로 1417번길31,,36.44704811,127.4051163,042-931-8106,평일09:00-18:00+토요일09:00-13:00,1,6149,1649,7,Y,Y,Y,Y,Y,Y,Y,042-270-5851,대전광역시청,2021-10-26,6300000,대전광역시
교통안전공단 유성검사소,공공,대전광역시 서구 계룡로 232번길 123,,36.346222,127.3550214,042-535-7147,평일09:00-18:00+토요일09:00-13:00,1,1321,228,5,Y,Y,Y,Y,Y,Y,Y,042-270-5851,대전광역시청,2021-10-26,6300000,대전광역시
남부자동차공업㈜,민간,대전광역시 동구 옥천로273,,36.31994416,127.4699639,042-285-5200,평일09:00-18:00+토요일09:00-13:00,1,2365,553,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2021-10-26,6300000,대전광역시
㈜고속모터스,민간,대전광역시 동구 합내로73,,36.349588,127.439805,042-627-4972,평일09:00-18:00+토요일09:00-13:00,1,610,488,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2021-10-26,6300000,대전광역시
㈜지에스모터스,민간,경기도 파주시 교하로863번길 5,경기도 파주시 문발동 86-3,37.72437451,126.701624,031-918-8282,평일:09:00~18:00+토요일:09:00~13:00,1,1986,748,3,N,Y,N,N,N,Y,Y,031-940-5781,경기도 파주시청 대중교통과,2023-05-12,4060000,경기도 파주시
두원현대서비스,민간,경기도 파주시 조리읍 통일로 477-14,경기도 파주시 조리읍 등원리 409-13,37.75552179,126.8012763,031-948-2121,평일:09:00~18:00+토요일:09:00~13:00,1,3252,853,3,N,Y,N,N,N,Y,Y,031-940-5781,경기도 파주시청 대중교통과,2023-05-12,4060000,경기도 파주시
파주현대서비스,민간,경기도 파주시 월롱면 휴암로 235,경기포 파주시 월롱면 덕은리 14,37.81236016,126.7825403,031-949-9141,평일:09:00~18:00+토요일:09:00~13:00,1,1235,492,3,N,Y,N,N,N,Y,Y,031-940-5781,경기도 파주시청 대중교통과,2023-05-12,4060000,경기도 파주시
남부자동차서비스,민간,경기도 파주시 파주읍 정문로588번길 56,경기도 파주시 부곡리 406-1,37.8101254,126.8218517,031-952-1658,평일:09:00~18:00+토요일:09:00~13:00,1,4806,2997,2,N,Y,N,N,N,Y,Y,031-940-5781,경기도 파주시청 대중교통과,2023-05-12,4060000,경기도 파주시
한양1급자동차공업사,민간,경기도 파주시 월롱면 한태말길 3-10,경기도 파주시 월롱면 영태리 577-15,37.77834538,126.788844,031-948-0028,평일:09:00~18:00+토요일:09:00~13:00,1,5030,1284,3,N,Y,N,N,N,Y,Y,031-940-5781,경기도 파주시청 대중교통과,2023-05-12,4060000,경기도 파주시
주식회사 파주자동차,민간,경기도 파주시 월롱면 엘지로 274-60,경기도 파주시 월롱면 덕은리 663-23,37.81543295,126.7689058,070-7718-1244,평일:09:00~18:00+토요일:09:00~13:00,2,4795,1568,3,N,Y,N,N,N,Y,Y,031-940-5781,경기도 파주시청 대중교통과,2023-05-12,4060000,경기도 파주시
주식회사 현대오성자동차공업사,민간,경기도 파주시 탄현면 평화로 563,경기도 파주시 탄현면 갈현리 1769-4,37.77200233,126.721975,031-943-8272,평일:09:00~18:00+토요일:09:00~13:00,1,1536,1072,2,N,Y,N,N,N,Y,Y,031-940-5781,경기도 파주시청 대중교통과,2023-05-12,4060000,경기도 파주시
파주자동차정비검사소,민간,경기도 파주시 천정구로 163-15,경기도 파주시 교하동 423-15,37.74837564,126.7497368,031-949-3115,평일:09:00~18:00+토요일:09:00~13:00,1,2422,1230,4,N,Y,N,N,N,Y,Y,031-940-5781,경기도 파주시청 대중교통과,2023-05-12,4060000,경기도 파주시
㈜운정1급자동차정비검사소,민간,경기도 파주시 교하로 469,경기도 파주시 동패동 324,37.7042830485,126.726706,031-942-8026,평일:09:00~18:00+토요일:09:00~13:00,1,1375.4,401,3,N,Y,N,N,N,Y,Y,031-940-5781,경기도 파주시청 대중교통과,2023-05-12,4060000,경기도 파주시
알3모터스,민간,부산광역시 서구 충무대로 221(남부민동),부산광역시 서구 남부민동 69-15,35.09034247,129.0238917,051-996-8272,평일:08:00~18:00+토요일:08:00~13:00,1,557,414,4,N,Y,N,Y,N,Y,Y,051-240-4525,부산광역시 서구청 교통행정과,2023-05-08,3260000,부산광역시 서구
㈜아진모터스,민간,인천광역시 계양구 아나지로 434,인천광역시 계양구 작전동 611-3,37.525261,126.740393,032-546-2100,09시~18시,1,2462,2462,19,N,Y,N,Y,N,N,N,032-450-5693,인천광역시 계양구,2023-04-27,3550000,인천광역시 계양구
㈜1급 성우자동차 검사소,민간,인천광역시 계양구 아나지로 437번길 1,인천광역시 계양구 작전동 680-1,37.525744,126.740654,032-555-0065,09시~18시,1,2128.5,2128.5,11,N,Y,N,Y,N,N,N,032-450-5693,인천광역시 계양구,2023-04-27,3550000,인천광역시 계양구
부평서비스기아오토큐 합자회사,민간,인천광역시 부평구 청중로 104 (청천동),,37.51708022,126.7085084,032-528-3030,평일:09:00~18:00+토요일:09:00~13:00,1,200,100,,N,Y,N,Y,N,Y,Y,,인천광역시 택시운수과,2023-05-31,6280000,인천광역시
만우자동차㈜,민간,인천광역시 부평구 마장로426번길 25 (청천동),,37.51659292,126.7057289,032-528-7040,평일:09:00~18:00+토요일:09:00~13:00,1,200,100,,N,Y,N,Y,N,Y,Y,,인천광역시 택시운수과,2023-05-31,6280000,인천광역시
덕산자동차공업사,민간,인천광역시 부평구 새벌로 71 (청천동),,37.5234995,126.7160203,032-528-4111,평일:09:00~18:00+토요일:09:00~13:00,1,200,100,,N,Y,N,Y,N,Y,Y,,인천광역시 택시운수과,2023-05-31,6280000,인천광역시
삼산자동차공업(주),민간,인천광역시 부평구 평천로 372 (갈산동),,37.51747629,126.7318953,032-523-0660,평일:09:00~18:00+토요일:09:00~13:00,1,200,100,,N,Y,N,Y,N,Y,Y,,인천광역시 택시운수과,2023-05-31,6280000,인천광역시
